screen_name,tweets,tweet_location
EC_Everything,"AUSTIN, TX - Don't miss Easton with @jrodfromoz &amp; @WaterlooRev on Nov 21st at The Moody Theater! https://t.co/OJbCwe8Sh7 -Kayla","Vermont, Burlington"
iam_Qcee,"Build a Transforming Workbench, Desk, and Storage Unit: If you don‰Ûªt have a lot of space, you need to make cre... https://t.co/RK64x6izfy","Vermont, Burlington"
favhouse,"#home #decor Decor Things Featuring Mod Made Sofa, Beige Rug, J. Queen New York Bedding An‰Û_ https://t.co/NuF1R9mwuO https://t.co/k3UZUL2xyc","Vermont, Burlington"
OximityLaborRts,How Scott Walker and the Kochs Are Making Wisconsin Corruption-Friendly https://t.co/SwuAgTEnU1 by @theprospect https://t.co/Imv9A4dJX8,"Vermont, Burlington"
