screen_name,tweets,tweet_location
YahooCelebUK,Rita Ora recalls her journey from being a refugee to becoming one of the UK's biggest stars https://t.co/tlIhbXMK41 https://t.co/Pd79Y3ttMf,"Waterbury, VT"
